X,Y,Incident_Id,Primary_Charge,Street,City,State,Zipcode,Date_of_Arrest,Age,Race,Gender,Ethnicity,Type_of_Arrest,Drugs_or_Alcohol_Present,Weapon_Present,Disposition,latitude,longitude,ObjectId
-79.01910302,35.94071093,39629,CCW AFTER CONSUMING ALCOHOL,1748 FORDHAM BLVD ,CHAPEL HILL,NC,27514,2018/12/27 02:15:00+00,34,B,F,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.94071093,-79.01910302,14623
-79.06663047,35.9050437,39628,COMMUNICATE THREATS,107 CREEL STREET,CHAPEL HILL,NC,27514,2018/12/26 12:47:00+00,45,B,M,,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.9050437,-79.06663047,499
-79.0710753,35.92750566,39627,HIT/RUN LEAVE SCENE OF PROPERTY DAMAGE,112 BRIGHTON CT,CHAPEL HILL,NC,27516,2018/12/26 10:45:00+00,87,W,M,,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.92750566,-79.0710753,326
-79.03351212,35.95996472,39625,POSSESSION MARIJUANA,501 WEAVER DAIRY RD,CHAPEL HILL,NC,27514,2018/12/25 02:11:00+00,,,,,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.95996472,-79.03351212,12402
-79.01362971,35.91607272,39626,IMPAIRED DRIVING DWI,1000 BURNING TREE DR ,CHAPEL HILL,NC,27517,2018/12/25 01:01:00+00,68,W,F,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.91607272,-79.01362971,14548
-79.05569992,35.9438157,39624,ASSAULT ON FEMALE,122 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2018/12/24 06:36:00+00,45,B,M,N,ON VIEW,Y,CLUB/BLACKJACK/BRASS KNUCKLES,CLEARED BY ARREST,35.9438157,-79.05569992,6328
-79.05569992,35.9438157,39622,ASSAULT WITH A KNIFE,122 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2018/12/24 06:34:00+00,40,B,F,N,ON VIEW,Y,LETHAL CUTTING INSTRUMENT,CLEARED BY ARREST,35.9438157,-79.05569992,6329
-79.06710877,35.87696031,39621,P/W/I/S/D MARIJUANA,100 SUMAC RD,CHAPEL HILL,NC,27517,2018/12/24 02:52:00+00,18,W,M,N,ON VIEW,Y,SHOTGUN,CLEARED BY ARREST,35.87696031,-79.06710877,455
-79.06710877,35.87696031,39620,DRUGS-MISD POSS,100 SUMAC RD,CHAPEL HILL,NC,27517,2018/12/24 01:51:00+00,19,W,M,N,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.87696031,-79.06710877,454
-79.05626715,35.9149223,39618,TRESPASSING,208 N COLUMBIA ST,CHAPEL HILL,NC,27514,2018/12/23 10:11:00+00,25,W,M,N,SUMMONED/CITED,,UNARMED,CLEARED BY ARREST,35.9149223,-79.05626715,6619
-79.0525394,35.91537057,39619,DRUGS-MISD POSS,210 E ROSEMARY ST ,CHAPEL HILL,NC,27514,2018/12/23 03:39:00+00,24,B,M,N,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.91537057,-79.0525394,11531
-79.05295903,35.91421459,39616,FAIL TO APPEAR/COMPL,180 E FRANKLIN ST ,CHAPEL HILL,NC,27514,2018/12/22 23:36:00+00,22,B,F,,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED,CLEARED BY ARREST,35.91421459,-79.05295903,10992
-79.05673448,35.91310248,39613,PUBLIC CONSUMPTION,114 W FRANKLIN ST,CHAPEL HILL,NC,27516,2018/12/22 15:36:00+00,64,B,M,N,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.91310248,-79.05673448,5507
-79.05673448,35.91310248,39617,PUBLIC CONSUMPTION,114 W FRANKLIN ST,CHAPEL HILL,NC,27516,2018/12/22 15:29:00+00,46,B,M,N,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.91310248,-79.05673448,5503
-79.0535907,35.9142107,39612,FAIL TO APPEAR/COMPL,167 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/12/22 12:48:00+00,26,B,M,N,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED,CLEARED BY ARREST,35.9142107,-79.0535907,9307
-79.04198982,35.92565269,39611,VIOLATION DOMESTIC VIOLENCE PROTECTIVE ORDER,220 ELIZABETH ST,CHAPEL HILL,NC,27514,2018/12/22 08:18:00+00,27,W,M,N,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.92565269,-79.04198982,11640
-79.06216634,35.95066437,39609,PHYSICAL SIMPLE ASSAULT-NON AGGRAVATED,2701 HOMESTEAD RD,CHAPEL HILL,NC,27516,2018/12/22 05:34:00+00,25,W,F,N,ON VIEW,N,UNARMED,CLEARED BY ARREST,35.95066437,-79.06216634,1968
-79.02657264,35.93590918,39610,DRUGS-MAINTAIN,1800 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/12/22 05:14:00+00,20,B,M,,ON VIEW,Y,,CLEARED BY ARREST,35.93590918,-79.02657264,13216
-79.05410452,35.91521214,39614,IMPAIRED DRIVING DWI,157 E ROSEMARY ST,CHAPEL HILL,NC,27514,2018/12/22 01:52:00+00,34,B,M,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.91521214,-79.05410452,9565
-79.02971059,35.92780187,39623,IMPAIRED DRIVING DWI,201 S ESTES DR,CHAPEL HILL,NC,27514,2018/12/21 18:33:00+00,72,W,M,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.92780187,-79.02971059,12928
-79.05753308,35.94211487,39615,IMPAIRED DRIVING DWI,MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2018/12/21 03:47:00+00,32,W,M,H,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.94211487,-79.05753308,16292
-79.0554276,35.91305534,39608,DISORDERLY CONDUCT,100 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/12/21 00:16:00+00,56,B,M,N,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED,CLEARED BY ARREST,35.91305534,-79.0554276,7316
-79.05382695,35.90456717,39607,DRUGS-MISD POSS,101 MANNING DR,CHAPEL HILL,NC,27514,2018/12/20 08:46:00+00,26,B,M,N,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.90456717,-79.05382695,9872
-79.05297797,35.92702495,39606,POSSESSION MARIJUANA,UNKNOWN,CHAPEL HILL,NC,27514,2018/12/20 04:35:00+00,24,B,F,N,SUMMONED/CITED,U,,CLEARED BY ARREST,35.92702495,-79.05297797,15071
-79.0554276,35.91305534,39605,PUBLIC CONSUMPTION,100 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/12/19 22:15:00+00,57,W,M,H,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.91305534,-79.0554276,7315
-79.01559589,35.94586003,39604,ASSAULT BY STRANGULATION,1749 DOBBINS DR,CHAPEL HILL,NC,27514,2018/12/19 19:28:00+00,30,B,M,N,ON VIEW,N,,CLEARED BY ARREST,35.94586003,-79.01559589,14961
-79.06154075,35.91077434,39603,FAIL TO APPEAR,411 W FRANKLIN ST,CHAPEL HILL,NC,27516,2018/12/19 15:20:00+00,64,B,M,N,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.91077434,-79.06154075,2249
-79.01974964,35.9388109,39602,PAROLE VIOLATION,1740 FORDHAM BLVD,CHAPEL HILL,NC,27517,2018/12/19 10:21:00+00,28,W,M,N,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.9388109,-79.01974964,14466
-79.02684913,35.93582343,39601,IMPAIRED DRIVING DWI,1710 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/12/19 05:35:00+00,31,B,F,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.93582343,-79.02684913,13987
-79.05490751,35.90632982,39600,POSSESSION MARIJUANA,111 PITTSBORO ST,CHAPEL HILL,NC,27514,2018/12/18 12:23:00+00,35,B,M,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.90632982,-79.05490751,15582
-79.06125732,35.9198688,39597,COMMUNICATE THREATS,717 PRITCHARD AVE X,CHAPEL HILL,NC,27516,2018/12/18 07:10:00+00,34,W,F,N,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.9198688,-79.06125732,2302
-79.06125732,35.9198688,39598,COMMUNICATE THREATS,717 PRITCHARD AVE X,CHAPEL HILL,NC,27516,2018/12/18 07:10:00+00,47,B,M,N,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.9198688,-79.06125732,2303
-79.02293596,35.93304634,39596,AFFRAY/ASSAULT & BATTERY,1250 EPHESUS CHURCH RD,CHAPEL HILL,NC,27517,2018/12/18 02:41:00+00,61,W,F,H,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.93304634,-79.02293596,13458
-79.02966243,35.93723268,39599,AFFRAY/ASSAULT & BATTERY,106 N ELLIOTT RD,CHAPEL HILL,NC,27514,2018/12/17 16:42:00+00,,,,,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.93723268,-79.02966243,13071
-79.0579622,35.91911719,39595,DRUG PARAPHERNALIA,111 ISLEY ST,CHAPEL HILL,NC,27516,2018/12/17 15:05:00+00,39,W,M,N,SUMMONED/CITED,Y,,CLEARED BY ARREST,35.91911719,-79.0579622,4486
-79.01581314,35.94155455,39594,ASSAULT-SIMPLE,300 FORMOSA LN,CHAPEL HILL,NC,27517,2018/12/16 12:00:00+00,55,W,F,N,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.94155455,-79.01581314,14714
-79.05747993,35.89363005,39593,IMPAIRED DRIVING DWI,NC 54 @ US 15-501 S,CHAPEL HILL,NC,27516,2018/12/16 03:18:00+00,26,W,M,H,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.89363005,-79.05747993,16222
-79.0554276,35.91305534,39592,2ND DEGREE TRESPASS,100 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/12/16 01:24:00+00,56,B,M,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.91305534,-79.0554276,7314
-79.02657264,35.93590918,39591,CONCEALING MDSE/SHOPLIFTING,1800 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/12/15 11:28:00+00,35,B,M,N,ON VIEW,N,UNARMED,CLEARED BY ARREST,35.93590918,-79.02657264,13215
-79.03572987,35.92696193,39590,ASSAULT ON FEMALE,E FRANKLIN ST @ PLANT RD,CHAPEL HILL,NC,27514,2018/12/15 02:53:00+00,27,W,M,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.92696193,-79.03572987,12659
-79.0625299,35.90906005,39589,IMPAIRED DRIVING DWI,S ROBERSON ST,CHAPEL HILL,NC,27514,2018/12/15 01:36:00+00,29,W,F,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.90906005,-79.0625299,16237
-79.02347806,35.94268299,39588,PEEPING,530 ASHLEY CT,CHAPEL HILL,NC,27514,2018/12/14 07:08:00+00,40,W,M,H,ON VIEW,N,UNARMED,CLEARED BY ARREST,35.94268299,-79.02347806,13864
-79.02966243,35.93723268,39587,ASSAULT-SIMPLE,106 N ELLIOTT RD,CHAPEL HILL,NC,27514,2018/12/13 23:36:00+00,34,B,F,N,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.93723268,-79.02966243,13070
-79.06469969,35.91007668,39586,OPEN CONTAINER,600 W FRANKLIN ST,CHAPEL HILL,NC,27516,2018/12/13 12:14:00+00,48,B,M,N,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.91007668,-79.06469969,1484
-79.02971059,35.92780187,39585,TRESPASS,201 S ESTES DR,CHAPEL HILL,NC,27514,2018/12/13 00:32:00+00,35,B,F,N,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.92780187,-79.02971059,12936
-79.06053108,35.91682384,39583,LARCENY -  ALL OTHER,512 CHURCH STREET,CHAPEL HILL,NC,27514,2018/12/12 09:38:00+00,20,B,F,N,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.91682384,-79.06053108,2963
-79.05651878,35.94382348,39584,COMMUNICATE THREATS,112 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2018/12/12 08:27:00+00,50,B,M,,ON VIEW,,FIREARM (TYP NOT STATED),CLEARED BY ARREST,35.94382348,-79.05651878,5346
-79.07318514,35.95187632,39582,IMPAIRED DRIVING DWI,2021 HOMESTEAD RD ,CHAPEL HILL,NC,27516,2018/12/12 00:12:00+00,49,W,F,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.95187632,-79.07318514,107
-79.05864121,35.91184428,39581,IMPAIRED DRIVING DWI,143 W FRANKLIN ST ,CHAPEL HILL,NC,27516,2018/12/11 01:05:00+00,21,A,F,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.91184428,-79.05864121,4143
-79.05651878,35.94382348,39578,REC/POSS STOLE MV,112 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2018/12/10 03:00:00+00,24,B,F,,TAKEN INTO CUSTODY (WARRANT/LP),,,CLEARED BY ARREST,35.94382348,-79.05651878,5344
-79.05651878,35.94382348,39579,LARCENY -  MOTOR VEHICLE,112 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2018/12/10 00:49:00+00,24,B,F,,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.94382348,-79.05651878,5345
-79.06422397,35.9149692,39577,PUBLIC URINATION,507 CRAIG ST,CHAPEL HILL,NC,27516,2018/12/09 21:27:00+00,72,B,M,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.9149692,-79.06422397,1585
-79.05576715,35.9441996,39580,FAIL TO APPEAR/COMPL,120 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2018/12/09 21:13:00+00,48,B,M,,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED,CLEARED BY ARREST,35.9441996,-79.05576715,6054
-79.0285699,35.96057397,39576,PHYSICAL SIMPLE ASSAULT-NON AGGRAVATED,500 WEAVER DAIRY RD,CHAPEL HILL,NC,27514,2018/12/09 01:39:00+00,61,W,F,N,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.96057397,-79.0285699,13626
-79.05864121,35.91184428,39575,CONCEALING MDSE/SHOPLIFTING,143 W FRANKLIN ST,CHAPEL HILL,NC,27516,2018/12/08 20:25:00+00,21,W,M,N,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.91184428,-79.05864121,4117
-79.03178935,35.92623335,39574,ASSAULT-SIMPLE,130 S ESTES DR,CHAPEL HILL,NC,27514,2018/12/07 16:25:00+00,69,B,M,N,ON VIEW,Y,,CLEARED BY ARREST,35.92623335,-79.03178935,12092
-79.03436609,35.9292347,39572,IMPAIRED DRIVING DWI,1415 E FRANKLIN ST ,CHAPEL HILL,NC,27514,2018/12/07 02:58:00+00,25,B,M,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.9292347,-79.03436609,12835
-79.02971059,35.92780187,39573,GIVE/SELL MALT BEV TO MINOR,201 S ESTES DR,CHAPEL HILL,NC,27514,2018/12/07 01:09:00+00,21,W,M,N,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.92780187,-79.02971059,12935
-79.05795708,35.95522862,39571,RESIST DELAY  OBSTRUCT,1493 MARTIN LUTHER KING JR BLVD ,CHAPEL HILL,NC,27516,2018/12/06 16:04:00+00,24,B,M,N,SUMMONED/CITED,U,UNARMED,CLEARED BY ARREST,35.95522862,-79.05795708,4498
-79.06335004,35.91158519,39570,DWLR NOT IMPARIED REV,408 W ROSEMARY ST,CHAPEL HILL,NC,27516,2018/12/06 01:31:00+00,50,W,M,H,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.91158519,-79.06335004,1155
-79.05553523,35.91344984,39568,AFFRAY,105 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/12/05 12:47:00+00,37,W,M,N,ON VIEW,U,UNARMED,CLEARED BY ARREST,35.91344984,-79.05553523,7615
-79.05553523,35.91344984,39569,AFFRAY,105 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/12/05 12:45:00+00,25,W,M,N,ON VIEW,U,UNARMED,CLEARED BY ARREST,35.91344984,-79.05553523,7616
-79.05795166,35.89237064,39567,DRUGS-POSS SCHED II,799 US 15-501 S ,CHAPEL HILL,NC,27517,2018/12/05 11:25:00+00,79,B,M,N,ON VIEW,N,UNARMED,CLEARED BY ARREST,35.89237064,-79.05795166,16800
-79.01221785,35.95191128,39565,POSS STOLEN GOODS,DREW HILL LN,CHAPEL HILL,NC,27514,2018/12/05 00:07:00+00,,,,,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.95191128,-79.01221785,16846
-79.03351212,35.95996472,39566,OPEN CONTAINER,501 WEAVER DAIRY RD,CHAPEL HILL,NC,27514,2018/12/04 23:54:00+00,45,W,M,,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.95996472,-79.03351212,12405
-79.06569227,35.91600713,39564,FORGERY-UTTERING,500 SYKES STREET,CHAPEL HILL,NC,27516,2018/12/04 07:05:00+00,50,B,F,,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.91600713,-79.06569227,1681
-79.05412735,35.91460427,39563,DRUG PARAPHERNALIA,150 E ROSEMARY ST,CHAPEL HILL,NC,27514,2018/12/03 16:59:00+00,21,B,F,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.91460427,-79.05412735,9745
-79.06624728,35.91406126,39562,BURGLARY-1ST DEGREE,605 CRAIG STREET,CHAPEL HILL,NC,27514,2018/12/03 08:00:00+00,35,B,M,N,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.91406126,-79.06624728,660
-79.01728077,35.94481356,39561,ASSAULT ON FEMALE,101 TURVEY COURT,CHAPEL HILL,NC,27516,2018/12/03 07:10:00+00,18,B,M,N,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.94481356,-79.01728077,14067
-79.02956906,35.92747113,39560,2ND DEGREETRESPASSING,211 S ESTES DR,CHAPEL HILL,NC,27514,2018/12/03 01:13:00+00,43,B,M,N,SUMMONED/CITED,U,UNARMED,CLEARED BY ARREST,35.92747113,-79.02956906,13077
-79.02091195,35.95381342,39559,DRUGS-MISD POSS,510 SAGE RD,CHAPEL HILL,NC,27514,2018/12/02 22:39:00+00,19,W,M,H,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.95381342,-79.02091195,14407
-79.05346671,35.91326136,39558,PUBLIC URINATION,150 E FRANKLIN ST,CHAPEL HILL,NC,27514,2018/12/02 13:00:00+00,68,B,M,,SUMMONED/CITED,U,UNARMED,CLEARED BY ARREST,35.91326136,-79.05346671,10514
-79.05913379,35.92092678,39556,NOISE ORDINANCE VIOLATION,711 N COLUMBIA ST,CHAPEL HILL,NC,27516,2018/12/01 22:56:00+00,22,W,F,N,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.92092678,-79.05913379,3361
-79.02185905,35.93509504,39557,VIOLATION DOMESTIC VIOLENCE PROTECTIVE ORDER,1700 LEGION RD,CHAPEL HILL,NC,27517,2018/12/01 22:13:00+00,47,B,M,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.93509504,-79.02185905,14864
-79.05571107,35.91396706,39555,CONSUMING ON UNAUTHORIZED PREMISES,100 E ROSEMARY ST,CHAPEL HILL,NC,27514,2018/12/01 01:33:00+00,40,B,M,N,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.91396706,-79.05571107,6276
-79.05293094,35.92690107,39554,FAIL TO APPEAR/COMPL,828 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2018/11/30 20:13:00+00,27,W,F,N,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.92690107,-79.05293094,11188
-79.05685034,35.91535121,39552,FAIL TO APPEAR/COMPL,400 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2018/11/30 17:00:00+00,69,W,F,N,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.91535121,-79.05685034,5475
-79.06216634,35.95066437,39553,FAIL RETUR RENT PROP,2701 HOMESTEAD RD,CHAPEL HILL,NC,27516,2018/11/30 14:21:00+00,23,W,F,H,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.95066437,-79.06216634,1967
-79.02966243,35.93723268,39551,ASSAULT ON FEMALE,106 N ELLIOTT RD,CHAPEL HILL,NC,27514,2018/11/30 03:30:00+00,23,B,M,,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED,CLEARED BY ARREST,35.93723268,-79.02966243,13069
-79.05622308,35.91317635,39550,POSS STOLEN GOODS,104 W FRANKLIN ST,CHAPEL HILL,NC,27516,2018/11/29 21:56:00+00,35,W,F,N,SUMMONED/CITED,N,UNARMED,CLEARED BY ARREST,35.91317635,-79.05622308,6638
-79.05881708,35.95157931,39549,ROBBERY,1315 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27516,2018/11/28 21:07:00+00,48,B,M,,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.95157931,-79.05881708,4675
-79.07230628,35.88983137,39547,FRAUD-OBT PROPERTY,321 WESTSIDE DR,CHAPEL HILL,NC,27516,2018/11/28 15:29:00+00,51,B,M,N,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED,CLEARED BY ARREST,35.88983137,-79.07230628,130
-79.05651878,35.94382348,39546,FAIL TO APPEAR/COMPL,112 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2018/11/28 06:10:00+00,50,B,M,N,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED,CLEARED BY ARREST,35.94382348,-79.05651878,5343
-79.06641421,35.9693895,39545,IMPAIRED DRIVING DWI,NORTHWOOD DR @ EUBANK RD,CHAPEL HILL,NC,27514,2018/11/28 03:13:00+00,24,B,F,N,ON VIEW,Y,UNARMED,CLEARED BY ARREST,35.9693895,-79.06641421,623
-79.0651287,35.90935694,39544,OPEN CONTAINER,102 S MERRITT MILL RD,CARRBORO,NC,27516,2018/11/27 21:00:00+00,40,B,M,N,SUMMONED/CITED,Y,UNARMED,CLEARED BY ARREST,35.90935694,-79.0651287,1266
